TID,Items
4404,"[7, 1705, 1972, 2397, 2595, 2918]"
4405,"[1925, 1944, 2466, 3024, 3190]"
4406,"[1053, 1171, 1635, 2418, 2457, 3501, 3654]"
4407,"[697, 1816, 2781, 3832]"
4408,"[1163, 2806, 3190, 3914]"
4409,"[603, 2599, 3295, 3871]"
4410,"[1692, 3722, 3934]"
4411,"[248, 2508, 2853]"
4412,"[1618, 1730, 3073]"
4413,"[1503, 3151, 3931]"
4414,"[252, 2149, 3106]"
4415,"[722, 907, 2676]"
4416,[3116]
4417,"[282, 1144, 2445, 2679, 2685, 3136]"
4418,"[1728, 1762, 2794, 2976]"
4419,"[259, 1648, 2679, 3536, 3628]"
4420,"[444, 1276, 3802]"
4421,"[597, 3496, 3667, 3982]"
4422,"[55, 61, 1909, 3124]"
4423,"[539, 1674, 2582, 3960]"
4424,"[543, 1598, 2637, 2708, 3241]"
4425,"[1300, 3446]"
4426,"[43, 1770, 2810, 3355]"
4427,"[1104, 2343, 3304, 3807, 3969]"
4428,"[500, 1500, 2506, 2548, 3045, 3178]"
4429,"[3190, 3288]"
4430,"[326, 727, 1293]"
4431,"[95, 297, 2226, 2385, 3221]"
4432,"[580, 938, 1276, 2035, 2334, 2343]"
4433,[539]
4434,"[353, 740, 1302, 1412, 3021, 3251]"
4435,"[1890, 2628, 3665]"
4436,"[28, 1165, 1664, 2057]"
4437,"[808, 1105, 2149, 3559, 3777]"
4438,"[707, 1153, 3600]"
4439,"[1163, 2806, 3190, 3914]"
4440,"[653, 828, 863, 966, 1540, 2506, 2808]"
4441,"[117, 874, 1971, 2490]"
4442,"[85, 516, 868, 881, 1735, 2778, 2828, 3186, 3351, 3628, 3995]"
4443,"[684, 776, 1275, 1608, 2482, 3673]"
4444,"[198, 813, 981, 3226]"
4445,"[2136, 2825, 3968]"
4446,"[118, 709, 829, 1276, 2021]"
4447,"[231, 395, 764, 1294, 3236]"
4448,"[911, 950, 2725]"
4449,"[1826, 2516, 3035, 3991]"
4450,"[915, 1073, 1882, 2886, 3907]"
4451,"[2561, 2589, 3197, 3910]"
4452,"[318, 1569, 1989]"
4453,"[771, 1184, 3456]"
4454,"[83, 1261, 3319, 3552, 3890]"
4455,"[63, 2696, 3467, 3830]"
4456,"[3160, 3211]"
4457,"[106, 555, 1324, 1750, 1893, 2024, 3149, 3484, 3885]"
4458,"[42, 2053, 2506]"
4459,"[93, 135, 182, 1042, 1191, 3497]"
4460,"[205, 521, 2513]"
4461,"[280, 1578, 1686, 3060, 3159, 3211, 3259]"
4462,"[586, 1082, 1500, 1840, 2584, 2705, 2852]"
4463,"[707, 750, 1837, 2101, 3618]"
4464,"[1136, 1191, 1334, 3934]"
4465,"[1176, 1982, 2451]"
4466,"[169, 826, 2893]"
4467,"[409, 1219, 2090, 2850]"
4468,"[77, 412, 994, 1382, 2256, 3114, 3249]"
4469,"[176, 1602, 1694, 2247, 2466, 3026]"
4470,"[575, 1117, 1717]"
4471,"[219, 580, 2193, 2672]"
4472,"[1483, 3455, 3910]"
4473,"[2174, 3810]"
4474,"[1436, 2090, 2182, 3228]"
4475,"[722, 767, 1081, 1281, 1486, 3192, 3401]"
4476,"[257, 293, 902, 2016]"
4477,"[281, 412, 622, 813, 827, 886, 953, 1501, 2143, 3628]"
4478,"[49, 130, 803, 2827, 3062, 3660]"
4479,"[291, 500, 996, 2060, 3534, 3671, 3807]"
4480,"[338, 2157, 2201, 2319, 2401]"
4481,"[21, 123, 566, 771, 930, 2457]"
4482,"[234, 368, 1464, 1504, 1822]"
4483,"[1372, 1911, 3748, 3968]"
4484,"[707, 1963, 2986, 3111]"
4485,"[595, 3620]"
4486,"[353, 2360, 2842, 3319]"
4487,"[997, 1273, 1472, 2535, 3828]"
4488,"[277, 340, 651, 800, 1358, 2053, 2375, 3589, 3619]"
4489,"[3, 17, 764, 1003, 1221, 1464, 2652, 3140]"
4490,"[767, 1752, 2497, 2857, 3480]"
4491,"[240, 571, 659]"
4492,"[139, 167, 480, 1036, 2445, 2645, 3211, 3361]"
4493,"[1941, 2947, 3134, 3950]"
4494,"[1141, 3305]"
4495,"[2021, 2259, 3583, 3867]"
4496,"[322, 874, 1039, 2615]"
4497,"[66, 1688, 2372, 2840]"
4498,"[106, 786, 1275, 2532, 2589, 2695]"
4499,"[1557, 1593, 1982, 2004, 2387, 3356]"
4500,[371]
4501,"[13, 1037, 1617, 1725, 2112, 3818]"
4502,"[679, 1230, 1605, 2126, 2658, 3433]"
4503,"[54, 74, 1071, 1952, 2227, 3149, 3186, 3723]"
4504,"[81, 248, 2265]"
4505,"[1296, 1826, 2680, 3221]"
4506,"[222, 399, 1004, 1036, 1864, 2284, 2900, 2992, 3816]"
4507,"[402, 2164, 2471, 2511, 2538, 3864]"
4508,"[28, 1557, 2339, 3292]"
4509,"[318, 592, 753, 2022, 2825, 3628]"
4510,"[250, 620, 3111, 3435, 3655]"
4511,"[266, 553, 643, 2022, 3313]"
4512,"[594, 2038, 3043, 3051, 3334]"
4513,"[1441, 1514, 3642]"
4514,"[2297, 2343, 2481, 3304, 3807]"
4515,"[571, 1277, 1665, 2028, 2596, 2647]"
4516,"[1502, 2087, 3707]"
4517,"[1233, 2487, 2590, 2663]"
4518,"[359, 684, 2380, 2482, 3673]"
4519,"[227, 1073, 1191, 1342, 1905, 1952, 2217, 2642, 3261, 3595, 3668]"
4520,"[121, 852, 3981]"
4521,"[281, 1042, 3227]"
4522,"[432, 828, 3775]"
4523,"[1458, 1494, 2629, 3045, 3572]"
4524,"[3079, 3821]"
4525,"[443, 1569, 1705, 2560, 2893, 3716]"
4526,"[675, 1467, 3830, 3931]"
4527,"[1341, 1596, 1971, 2103, 2104, 2248, 2408, 2552, 2652, 3628, 3953]"
4528,"[740, 1501, 3927]"
4529,"[310, 3304]"
4530,"[126, 2212, 2886, 3096]"
4531,"[1319, 2199, 2712]"
4532,"[135, 1828, 2692, 3435]"
4533,"[93, 414, 557, 670, 1664, 2339, 3070]"
4534,"[192, 907, 1338, 3421, 3690]"
4535,"[1644, 2477]"
4536,"[333, 1269]"
4537,"[1971, 2079, 2726]"
4538,"[954, 1374, 2113, 2375, 2472]"
4539,"[884, 974, 1186, 3059]"
4540,"[71, 623, 1195, 1694, 3060, 3153]"
4541,"[631, 1606, 3149, 3295, 3934]"
4542,"[1343, 1372, 3854]"
4543,"[446, 3197, 3305]"
4544,"[151, 217, 582, 764, 2611]"
4545,"[155, 371, 583, 1269, 2021, 3066, 3153, 3261, 3823]"
4546,"[405, 992, 2382, 2449, 3166, 3358, 3916]"
4547,"[344, 852, 933, 965, 2290, 2417, 2555, 2595, 3083]"
4548,"[179, 920, 1878, 2798, 3405]"
4549,"[256, 709, 1075, 1198, 1765, 3013]"
4550,"[119, 362, 837, 1023]"
4551,"[3091, 3399]"
4552,"[432, 1114, 1428, 2527, 2584, 2872]"
4553,"[191, 277, 472, 1539, 3414]"
4554,"[1414, 2430, 3564]"
4555,"[1224, 2889, 3147, 3835]"
4556,"[2138, 3477, 3480, 3561]"
4557,"[1384, 1905, 2227, 2930]"
4558,"[1765, 3044, 3198, 3810, 3878]"
4559,"[546, 575, 1648, 1666, 1799, 2726, 3938]"
4560,"[675, 1343, 2164, 2592, 2722, 2855, 2952, 3145]"
4561,"[437, 648, 996]"
4562,"[53, 705, 1821, 2275, 2315, 2417, 2428, 2679]"
4563,"[604, 1370, 1541, 2326, 3681]"
4564,"[1005, 2297, 2319, 3822]"
4565,"[857, 1400, 1989, 3270]"
4566,"[358, 1149, 1382, 1973, 2153, 2699, 2867, 2929, 3226, 3924]"
4567,"[2333, 2790, 3666, 3774]"
4568,[2308]
4569,"[1556, 1624, 2831, 2932, 3273]"
4570,"[385, 807, 1275, 1657, 2561, 3000, 3192, 3441, 3934]"
4571,"[2440, 3159, 3551]"
4572,"[48, 1873]"
4573,"[1171, 1599, 1666, 1801, 3226, 3286, 3667]"
4574,"[855, 1160, 1247, 3305]"
4575,"[229, 1444, 2600, 3934]"
4576,"[996, 1121, 2595, 2861, 3498]"
4577,"[2910, 3119, 3233, 3291, 3572]"
4578,"[1421, 1730, 1750, 3128, 3935]"
4579,"[868, 1804, 2229, 3480]"
4580,"[92, 1269, 1498, 1561, 1823, 2138, 2215, 2739, 3651]"
4581,"[242, 400, 773, 3130, 3181, 3306, 3730, 3997]"
4582,"[487, 992, 1880, 1941, 2842, 3480]"
4583,"[688, 1296, 3398, 3561]"
4584,"[629, 1128, 2268]"
4585,"[214, 992, 1315, 1656, 1855, 2988, 3199]"
4586,[2095]
4587,"[205, 896, 2689, 3681]"
4588,"[578, 891, 1457, 1479, 1737]"
4589,"[40, 1209, 2140, 3040]"
4590,"[63, 592, 2872]"
4591,"[3, 656, 1559, 2918, 3751]"
4592,"[47, 150, 480, 686, 1202, 2470, 2611, 2885, 3305]"
4593,"[1225, 1588, 3078, 3329, 3478, 3883]"
4594,"[289, 293, 535, 1475, 1518]"
4595,"[3618, 3655]"
4596,"[69, 389, 642, 850, 2227, 3350, 3543]"
4597,"[231, 2645]"
4598,[2505]
4599,"[186, 801, 1202, 1409, 2050, 2913, 2948, 3350]"
4600,"[109, 446, 2173, 2194, 2676, 2953, 3022, 3043, 3083, 3496, 3578]"
4601,"[2471, 2759, 2864, 3559]"
4602,"[571, 1040, 1276, 1668, 2477, 2538]"
4603,"[1479, 1884, 2196, 2373, 3455, 3927]"
4604,"[1147, 2717, 3089, 3251, 3665]"
4605,"[543, 723, 1265, 2060, 3075]"
4606,"[403, 3009, 3022, 3064, 3776]"
4607,"[553, 808, 2320, 3148, 3909]"
4608,"[607, 1505, 2408]"
4609,"[2582, 3119, 3124]"
4610,"[2265, 3708]"
4611,"[744, 3835, 3975]"
4612,"[868, 1273, 1986, 2783, 3387, 3970]"
4613,"[338, 975, 1260, 1694, 2260]"
4614,"[1945, 2001, 2685, 3927]"
4615,"[66, 826, 1007, 1073, 3268]"
4616,"[806, 1234, 1461, 1541, 1828]"
4617,"[2021, 3116]"
4618,[36]
4619,"[1643, 2095]"
4620,"[1034, 2893, 3465, 3960]"
4621,[1678]
4622,"[566, 1009, 1310, 2236]"
4623,"[1689, 1900, 2246, 2481]"
4624,"[106, 786, 1275, 2051, 2589, 2695]"
4625,"[699, 1089, 1269, 1855, 2174, 2442, 2745, 3624, 3683, 3988]"
4626,"[472, 681, 1518, 2979]"
4627,"[132, 133, 899, 2589, 2769, 2984]"
4628,"[89, 1253, 1276, 2506, 3212, 3226]"
4629,"[167, 3555, 3907, 3924]"
4630,"[325, 1502, 2832, 3585]"
4631,"[50, 402, 2419, 2735, 3949]"
4632,"[150, 2170, 2373, 2790, 2877, 3683]"
4633,"[116, 656, 1916, 3317]"
4634,"[43, 358, 1344, 1934, 2093, 2883, 2986, 3683]"
4635,"[36, 1113, 1652, 1891, 2168, 2343, 3296]"
4636,"[2662, 2808, 2839, 3496]"
4637,"[601, 1808]"
4638,"[220, 709, 992, 2361, 3305]"
4639,"[561, 863, 1371, 3313]"
4640,"[183, 668, 1977]"
4641,"[40, 351, 647, 707, 1467, 2580, 3066, 3290]"
4642,"[293, 994, 1275, 3572, 3935]"
4643,"[1188, 1816]"
4644,"[1557, 1657, 1816, 3324]"
4645,"[214, 812, 1405, 1705, 1859, 2433, 3328]"
4646,"[338, 1026, 1273, 1725, 2293]"
4647,"[333, 2898]"
4648,"[652, 3356, 3726]"
4649,"[1466, 3456]"
4650,"[362, 1023]"
4651,"[480, 1094, 3009, 3135, 3681]"
4652,"[188, 1893, 2159, 2708, 3201]"
4653,"[53, 310, 690, 1610, 2234, 2496, 3241]"
4654,"[9, 100, 123, 1351, 2991]"
4655,"[1187, 3025, 3151]"
4656,"[941, 2108, 2407, 3616]"
4657,"[539, 1054, 2333, 2374]"
4658,"[1190, 1611, 2852, 3152]"
4659,"[238, 2417, 3355]"
4660,"[419, 1067, 1350, 1447, 2852]"
4661,"[529, 1036, 2102]"
4662,"[227, 1502, 2001, 2087, 2876, 3356, 3707]"
4663,"[575, 988, 1893]"
4664,"[1941, 2947, 3134, 3950]"
4665,"[610, 720, 1243, 1834, 2073, 3479]"
4666,"[1233, 2095, 2722]"
4667,"[527, 1159, 2287, 3462]"
4668,"[402, 1386, 2923, 3319, 3739]"
4669,"[1105, 1528, 2864]"
4670,"[38, 819, 1762, 1970, 2904, 3350]"
4671,"[1834, 1875, 3277, 3856]"
4672,[2669]
4673,"[2408, 2781, 2832, 3669]"
4674,"[36, 192, 871, 2905, 2941, 3013, 3476, 3624]"
4675,"[293, 859, 1114, 1988, 2964, 3489]"
4676,"[1952, 2176]"
4677,"[242, 400, 773, 3306, 3730]"
4678,"[39, 727, 2684, 3322]"
4679,"[1205, 2964, 3061, 3487]"
4680,"[300, 641, 1003, 1023, 2756, 2953, 2964]"
4681,"[425, 664, 2009, 3255, 3446]"
4682,"[231, 472, 1645, 2234]"
4683,"[1359, 2554]"
4684,"[1188, 1491, 1897, 2223, 3221, 3653]"
4685,"[729, 1152, 3266]"
4686,"[1132, 1590, 1918, 1965, 2057, 2276, 3319]"
4687,[1371]
4688,"[137, 202, 2424, 2561, 3319, 3871]"
4689,"[545, 947, 1602, 1900, 2025, 2538, 3671, 3791]"
4690,"[36, 1513, 2373, 3768]"
4691,"[238, 832, 947, 992, 1119, 1664, 1673, 2900, 3196]"
4692,"[518, 799, 1233, 1264, 2025]"
4693,"[1493, 2468, 3131, 3326, 3583]"
4694,"[1344, 2308, 2401]"
4695,"[221, 1558, 3572]"
4696,"[592, 815, 3101]"
4697,"[121, 852, 3981]"
4698,[1469]
4699,"[1762, 2477, 3317, 3538, 3932]"
4700,"[705, 1343, 2163, 2563, 3868]"
4701,"[813, 1026, 1882, 3223, 3768]"
4702,"[484, 3072]"
4703,"[378, 874, 1530, 2140, 2643]"
4704,"[879, 1458, 1816, 2500, 3667]"
4705,"[326, 2159, 2626, 3031, 3878]"
4706,"[274, 2001, 2884, 3548]"
4707,"[363, 374, 909, 1698, 1843, 2361, 3391, 3396]"
4708,"[142, 1843, 3953]"
4709,"[257, 293, 902, 1599, 1953, 2016, 3210]"
4710,"[148, 811, 868, 1648, 1757, 2259, 2408, 3319]"
4711,"[361, 925, 1442, 1713, 1723, 2315, 2526, 2858]"
4712,"[432, 436, 1484, 2986, 3385]"
4713,"[36, 192, 871, 907, 3476, 3624]"
4714,"[87, 558, 2125, 2445, 2495]"
4715,"[1350, 1521, 1666, 1834, 2145]"
4716,"[529, 575, 1361, 1739, 2829, 3317, 3952]"
4717,"[359, 1884, 2508, 3372, 3491, 3755, 3810]"
4718,"[797, 1716, 2069, 2932, 3136, 3267, 3640]"
4719,"[1224, 1336, 1541, 2796]"
4720,"[437, 831, 904, 2527, 3676, 3810]"
4721,"[247, 981, 1435, 2129, 3676]"
4722,"[893, 1765, 1935, 2076, 3044, 3198, 3810, 3878]"
4723,"[1003, 1834, 2096, 2774]"
4724,"[996, 1121, 2595, 2861, 3498]"
4725,"[150, 1202, 2885, 3305]"
4726,"[11, 486, 2007]"
4727,"[557, 707, 974, 1273, 1539, 2580, 3559, 3834]"
4728,"[800, 1755, 2623, 3394, 3703, 3727]"
4729,"[1888, 2199, 2355, 3683]"
4730,"[119, 400, 1628, 2343, 2413, 2507]"
4731,"[1423, 2079, 3010, 3787, 3991]"
4732,"[371, 922, 1412, 2290, 2589, 3411]"
4733,"[647, 1559, 2259, 2728, 2936, 3024]"
4734,"[322, 1043, 1675, 1694, 2689, 2747, 3532]"
4735,"[707, 801, 3226, 3569, 3835]"
4736,"[1042, 1401, 2073]"
4737,"[1113, 1394, 1533, 3861]"
4738,"[1039, 1280, 1464, 2732, 2930]"
4739,"[815, 1216, 2487, 3728]"
4740,"[208, 2425, 3328, 3929]"
4741,"[809, 1451, 2628, 3240, 3492, 3841]"
4742,"[1146, 1186, 2400, 3296]"
4743,"[2197, 2567, 2751, 3924]"
4744,"[16, 553, 601, 978, 2169, 3551, 3839]"
4745,"[334, 883, 2098, 3056]"
4746,"[768, 917, 1209, 2102, 3064]"
4747,"[545, 3723]"
4748,"[1067, 1447, 2001, 2026, 2289, 3403]"
4749,"[459, 1145, 1997]"
4750,"[348, 1911, 2247, 2289, 3445, 3664]"
4751,"[1007, 1424, 2134, 2361, 2617, 2638, 3455, 3498]"
4752,"[2286, 2669, 2941, 3498, 3646]"
4753,"[1037, 1163, 2145]"
4754,"[1864, 2665, 3499]"
4755,"[274, 281, 721, 784, 855, 1346, 2192, 2790, 3957]"
4756,"[1128, 2383, 2858, 3196, 3572]"
4757,"[241, 1590, 1952, 2227, 3392]"
4758,"[1247, 1533, 1557, 1971, 3350, 3828, 3952]"
4759,"[174, 1692, 1909, 2506, 3664, 3700]"
4760,"[59, 205, 1647, 2918]"
4761,"[85, 699, 1217]"
4762,[3975]
4763,"[192, 931, 2725, 3914]"
4764,"[195, 432, 1033, 1168, 1462, 2117, 2387, 2861]"
4765,[2176]
4766,"[127, 1554, 2748, 2771, 3730, 3988]"
4767,"[203, 2831, 3193, 3350]"
4768,"[1598, 2415, 3699]"
4769,"[1047, 1561, 2053, 2087, 2959, 3288, 3624]"
4770,"[359, 1144, 1930, 2357, 2374, 3823, 3858, 3864]"
4771,"[1183, 3932]"
4772,"[1373, 1756, 2101, 2145, 3147]"
4773,"[881, 1233, 1498, 2288, 2454, 2912]"
4774,"[782, 3136]"
4775,"[377, 409, 444, 942, 2488, 3142, 3297, 3485, 3557, 3908]"
4776,"[1285, 1932, 2798, 3221, 3740]"
4777,"[3280, 3576]"
4778,"[2173, 3214, 3349, 3651]"
4779,"[300, 647, 1216, 1741, 2781, 3159]"
4780,"[2001, 3669]"
4781,"[190, 998, 1143, 1457, 2339]"
4782,"[1485, 2584, 3136, 3635]"
4783,"[1481, 1645, 2011, 2765, 3669]"
4784,"[521, 1407, 1826, 2467, 2481]"
4785,"[63, 3445]"
4786,"[863, 884, 2738, 3168, 3435, 3807]"
4787,"[2201, 2280, 2595, 2694, 2894]"
4788,"[543, 682, 962, 3073]"
4789,"[159, 235, 1092, 1994]"
4790,"[1705, 2415]"
4791,[325]
4792,"[138, 662, 1647, 3452]"
4793,"[1042, 1909]"
4794,"[2468, 3355]"
4795,"[318, 864, 1153, 1156, 2869, 3613, 3653]"
4796,"[544, 2288]"
4797,"[247, 2201, 2280, 2595, 2694, 2894, 3129, 3182]"
4798,"[2964, 3330]"
4799,[1688]
4800,"[59, 480, 510, 553, 803]"
4801,"[1750, 3190, 3827]"
4802,"[90, 470, 1135, 1248, 1384, 3371, 3623]"
4803,"[1160, 1486, 1688, 3368, 3397]"
4804,"[1740, 3328, 3520, 3890]"
4805,"[2714, 3702]"
4806,"[348, 1481, 1700, 2102]"
4807,"[794, 827, 1193, 2397, 2786]"
4808,"[1576, 2489, 2669, 3554, 3885]"
4809,"[529, 575, 1361, 1739, 2829, 3317, 3952]"
4810,"[47, 480, 686, 733, 2203, 2358, 2470]"
4811,"[179, 2864]"
4812,"[217, 284, 300, 1392]"
4813,"[1326, 2759, 3024, 3263]"
4814,[1416]
4815,"[163, 283, 2053, 2596, 2781, 2861, 2989, 2992, 3273]"
4816,"[205, 799, 3000]"
4817,"[258, 619, 1598, 2896, 3025, 3546]"
4818,"[11, 917, 1042, 3538]"
4819,"[233, 265, 1382, 2600, 3441]"
4820,"[63, 147, 1275, 1624, 2725, 2953, 3907]"
4821,"[729, 1713, 2600]"
4822,"[286, 361, 1051, 1482, 2155, 3626]"
4823,"[14, 336, 1408, 2471]"
4824,"[662, 815, 1145, 1239, 1630, 2637]"
4825,"[148, 420, 1407, 2354, 2463, 2584, 2651, 2714, 3632, 3970]"
4826,"[1592, 2145, 3938]"
4827,"[214, 756, 902, 3882, 3921]"
4828,"[152, 744, 901, 1183, 2387, 3106]"
4829,"[326, 582, 643, 827, 1025, 1077, 2180, 3416]"
4830,[412]
4831,"[653, 1182, 3193, 3228, 3889]"
4832,"[894, 3056, 3938]"
4833,"[259, 569, 963, 1840, 2781, 3342, 3415, 3591, 3947]"
4834,"[1005, 1284, 1294, 2013, 2080, 3600]"
4835,"[188, 3882]"
4836,"[9, 100, 123, 1111, 2053, 2991]"
4837,"[2034, 2237, 3190, 3941]"
4838,"[67, 1048, 1275, 2535, 2584, 2938]"
4839,"[33, 670, 827, 1502, 3212, 3349, 3536]"
4840,"[538, 610, 1432, 1784, 3549, 3628]"
4841,"[2400, 2408, 2504, 2506, 2656, 2855, 3651, 3703]"
4842,"[1067, 1447, 3576]"
4843,"[1247, 1533, 1557, 1971, 3350, 3828, 3952]"
4844,"[491, 539, 3086]"
4845,"[871, 2362, 2825]"
4846,"[316, 1694, 2198, 2401, 2692, 3676]"
4847,"[259, 277, 808, 988, 1652, 1664, 3070]"
4848,"[368, 826, 2298, 3114, 3982]"
4849,"[1902, 2826, 2852]"
4850,"[806, 1533, 2929]"
4851,"[360, 1014, 1871, 2979]"
4852,"[797, 1427]"
4853,"[9, 119, 2842, 3829]"
4854,"[1277, 3124]"
4855,"[699, 807, 1569, 1999, 2026, 2050]"
4856,"[885, 1067, 1275, 2907, 3572, 3821]"
4857,"[829, 2366, 2432, 2962, 3953]"
4858,"[1887, 3231]"
4859,"[1230, 1334, 1914, 2198, 3667, 3953]"
4860,"[549, 863, 871, 2886, 3876]"
4861,"[326, 582, 827, 1025, 2180]"
4862,"[2407, 3776, 3839]"
4863,"[493, 1554, 2430, 2524, 3061, 3835]"
4864,"[63, 929, 1039, 2439, 2617]"
4865,"[594, 2038, 3043, 3051, 3334]"
4866,"[753, 2069, 3615]"
4867,"[1610, 1621, 2269]"
4868,"[973, 1559, 3271, 3455, 3935]"
4869,"[3380, 3815]"
4870,"[1506, 3551]"
4871,"[1235, 1279, 1941, 3143, 3514]"
4872,"[1092, 1464, 1694]"
4873,"[34, 1002, 1763, 2442]"
4874,"[1372, 1738, 2561, 2903, 3392]"
4875,"[1046, 1233, 1765, 2076, 2297, 3044, 3198, 3810, 3878]"
4876,"[1464, 1837, 3831]"
4877,"[2337, 2883]"
4878,"[909, 1593, 1643, 2107, 2370, 2508, 2531, 3472, 3594, 3595, 3927]"
4879,"[1230, 1914, 2001]"
4880,[127]
4881,"[1541, 3163, 3740]"
4882,"[188, 2001, 3111, 3341]"
4883,"[2176, 2382, 3641, 3651]"
4884,"[69, 769, 1556, 2694, 3907]"
4885,"[571, 3538, 3661]"
4886,"[930, 1624, 2314, 2397]"
4887,"[338, 485, 975, 1042, 1135, 1260, 1694, 2260, 3323]"
4888,"[11, 78, 1325, 3609]"
4889,"[2548, 3452]"
4890,"[2174, 2227, 2989, 3186, 3478, 3583, 3751]"
4891,"[303, 1067, 2708, 3493]"
4892,"[812, 1075, 2918]"
4893,"[247, 987, 998, 2802, 3676]"
4894,"[179, 281, 3058]"
4895,"[783, 1878, 3581]"
4896,"[807, 1048, 1373, 2090, 2265, 2537, 3149]"
4897,"[2726, 3763]"
4898,"[259, 1705, 2773, 3019, 3253]"
4899,"[1372, 1911, 3748, 3968]"
4900,"[543, 1598, 2637, 2708, 3241]"
4901,"[377, 938, 1890, 2828]"
4902,"[543, 720, 879, 1034, 1081, 1265, 1554]"
4903,"[914, 1504, 2677]"
4904,"[1734, 2264, 2530]"
4905,"[1236, 3614]"
4906,"[219, 1713, 3440]"
4907,"[534, 966, 1492, 1630, 2175, 3086, 3152]"
4908,"[1464, 2408, 2661, 2788]"
4909,"[707, 2223, 2347, 3024, 3095, 3498]"
4910,"[1217, 1541, 3163, 3615, 3740]"
4911,"[2297, 3197, 3678]"
4912,"[507, 646, 1584, 3397, 3840]"
4913,"[169, 826, 1144, 1409, 1654, 2893, 3151, 3204]"
4914,"[720, 1940, 3253]"
4915,"[145, 709, 1601]"
4916,"[123, 697, 2250, 3496, 3671, 3802, 3980]"
4917,"[1797, 3461]"
4918,"[832, 2676, 3419, 3901]"
4919,"[201, 1191, 1250, 1502, 1823, 2512]"
4920,"[128, 1588, 2227, 3623, 3662]"
4921,"[72, 188, 238, 656, 874, 1234, 2903]"
4922,"[1523, 1858, 3538]"
4923,"[335, 3149, 3224, 3726]"
4924,"[771, 855, 1545, 2998]"
4925,"[1216, 1411]"
4926,"[299, 806]"
4927,"[10, 377, 1659, 3186]"
4928,"[1502, 1944, 3023]"
4929,"[155, 961, 1595, 1629, 1903, 2610]"
4930,"[1105, 1466, 1493, 3456]"
4931,"[1230, 1275, 1813, 2079, 2385, 2647, 3292]"
4932,"[50, 402, 2419, 2735, 3949]"
4933,"[1280, 1922, 1988, 2809, 3498, 3712]"
4934,"[797, 813, 2116, 2406, 2852, 3254]"
4935,"[246, 3622, 3835, 3980]"
4936,"[2709, 3807]"
4937,"[582, 3172]"
4938,"[501, 884, 1296, 2676, 2885]"
4939,"[801, 1164, 1486, 3192]"
4940,"[571, 930, 1269, 1332, 3995]"
4941,"[1113, 1652, 1891, 2168, 3296]"
4942,"[1590, 3919]"
4943,"[1617, 2589, 3214]"
4944,"[246, 722, 2259]"
4945,"[527, 1461, 1843, 1874]"
4946,"[334, 1671, 3822]"
4947,"[400, 1194, 1311, 2163, 2533, 3356, 3555, 3995]"
4948,"[78, 1610, 1779, 1804, 3572]"
4949,"[623, 2564]"
4950,"[486, 709, 1396, 3387, 3521]"
4951,"[1025, 1259, 2565]"
4952,"[73, 2489, 2600, 3153]"
4953,"[1214, 2244]"
4954,"[86, 509, 652, 801, 2268, 3799]"
4955,"[12, 744, 1443, 2979]"
4956,"[927, 1952, 2079]"
4957,"[78, 998, 1479, 2760, 3444, 3910]"
4958,"[571, 2964, 3193, 3810]"
4959,"[68, 247, 2292, 2527, 3552]"
4960,"[257, 293, 902, 2016]"
4961,"[808, 855, 1331, 1374, 2062, 2501, 2722, 2979, 3166, 3249, 3756]"
4962,[2989]
4963,"[1589, 2001, 3249, 3262]"
4964,"[1648, 1799]"
4965,"[118, 780, 3607]"
4966,"[490, 647, 1896, 2337, 3041, 3219, 3247]"
4967,"[148, 318, 2676]"
4968,"[510, 1236, 1354, 1679, 3461]"
4969,"[598, 623, 717, 2339, 3182]"
4970,"[1925, 2466]"
4971,"[540, 1088, 1276, 2198, 3296]"
4972,"[229, 1113, 3827]"
4973,"[1900, 2025, 3087, 3308]"
4974,"[2004, 3141, 3171]"
4975,"[287, 2548, 3180, 3244]"
4976,"[241, 1590, 1952, 2227, 3392]"
4977,"[634, 874, 1149, 1316, 1923, 2372, 3154, 3987]"
4978,"[335, 805, 2153]"
4979,"[2856, 3119, 3210, 3305]"
4980,"[684, 891, 2239, 2308, 2773]"
4981,"[2585, 2861, 2989, 2992]"
4982,"[803, 2612, 3220, 3988, 3997]"
4983,"[2021, 2716, 3154]"
4984,"[192, 827, 907, 1338, 3690]"
4985,"[17, 1217, 1239, 1886, 2898, 3810, 3953]"
4986,"[328, 446, 451, 627, 939, 1407, 1438, 2714, 2781, 3281, 3511, 3639, 3894]"
4987,"[246, 423, 1571, 2259, 2448, 3578]"
4988,"[678, 2275, 2726, 3408, 3421]"
4989,"[806, 975, 1621, 3971]"
4990,"[214, 2380, 2599]"
4991,"[1399, 1417, 1583, 2339, 2383, 2455, 3931]"
4992,"[107, 3356, 3639, 3662]"
4993,"[8, 2042]"
4994,"[773, 1186, 1744, 2637, 3484]"
4995,"[1003, 1834, 2096, 2774]"
4996,"[913, 1373, 2821, 2966, 3151, 3734]"
4997,"[993, 996, 1393, 1411, 1905, 2265, 3261]"
4998,"[592, 1232, 1559, 1709, 2579, 3005]"
4999,"[1211, 1581, 2872, 3708]"
5000,"[89, 527, 2418, 2508]"
5001,"[760, 1187, 1725, 1750, 2212, 2303, 2802]"
5002,"[1666, 1816, 1893, 3032, 3822]"
5003,"[1105, 1213, 1557, 2244, 2815]"
5004,"[571, 1761, 2193, 3856]"
